MSZoning,Street,LotShape,LandSlope,Neighborhood,HouseStyle,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,Heating,HeatingQC,CentralAir,KitchenQual,FireplaceQu,GarageFinish,GarageType_NoNull,OverallQual,GrLivArea_capped,TotalBsmtSF_capped,2ndFlrSF,BsmtFinSF1,1stFlrSF_capped,LotArea_capped,GarageArea_capped,YearBuilt,LotFrontage_capped
RL,Pave,IR1,Gtl,Sawyer,1Story,TA,CBlock,TA,Mn,TA,GasA,Ex,Y,Gd,TA,Unf,Attchd,5,1060.0,1060.0,0,188,1060.0,8246.0,270.0,1968,
RL,Pave,Reg,Gtl,NPkVill,2Story,TA,CBlock,Gd,No,Gd,GasA,TA,Y,Gd,TA,Unf,Detchd,6,1548.0,804.0,744,556,804.0,2308.0,440.0,1976,24.0
RL,Pave,Reg,Gtl,SWISU,1Story,TA,CBlock,TA,No,TA,GasA,TA,N,Fa,,Unf,Detchd,2,438.0,290.0,0,290,438.0,8400.0,246.0,1920,60.0
RM,Pave,Reg,Gtl,OldTown,1Story,TA,CBlock,TA,No,TA,GasA,TA,Y,TA,,Unf,Attchd,4,747.0,747.0,0,0,747.0,4608.0,220.0,1945,47.0
RL,Pave,Reg,Gtl,NAmes,1Story,TA,CBlock,TA,No,TA,GasA,TA,Y,TA,,RFn,Attchd,5,892.0,892.0,0,432,892.0,7150.0,288.0,1967,65.0
RL,Pave,Reg,Gtl,NAmes,SLvl,TA,CBlock,TA,Av,TA,GasA,TA,Y,TA,,Unf,Attchd,5,1190.0,1106.0,0,803,1190.0,7728.0,540.0,1962,70.0
RL,Pave,IR1,Gtl,NAmes,1Story,TA,CBlock,Gd,No,Gd,GasA,Gd,Y,TA,Gd,RFn,Attchd,6,1394.0,1394.0,0,609,1394.0,9500.0,514.0,1963,
RM,Pave,Reg,Gtl,OldTown,2Story,TA,CBlock,TA,No,TA,GasA,Gd,Y,TA,,Unf,Detchd,5,1960.0,960.0,1000,0,960.0,7596.0,400.0,1952,60.0
RM,Pave,Reg,Gtl,CollgCr,1Story,Gd,PConc,Gd,Av,Gd,GasA,Ex,Y,Gd,,Fin,Attchd,6,848.0,848.0,0,659,848.0,4435.0,420.0,2003,36.0
RL,Pave,IR1,Gtl,Timber,1Story,TA,CBlock,Gd,No,Gd,GasA,TA,Y,TA,TA,Fin,Attchd,7,1339.0,1309.0,0,1053,1339.0,8049.0,484.0,1990,50.0
RH,Pave,Reg,Gtl,SawyerW,1.5Unf,TA,BrkTil,Fa,No,Fa,GasA,TA,N,TA,,Unf,Detchd,6,784.0,784.0,0,0,784.0,9000.0,360.0,1928,60.0
RL,Pave,IR1,Gtl,Sawyer,1Story,TA,PConc,TA,No,TA,GasA,TA,Y,TA,,Unf,Attchd,5,948.0,948.0,0,0,948.0,8978.0,300.0,1968,
RL,Pave,Reg,Gtl,NWAmes,1Story,TA,CBlock,Gd,No,Gd,GasA,Gd,Y,Gd,Fa,Unf,Attchd,5,1178.0,1176.0,0,1084,1178.0,10000.0,439.0,1973,80.0
RL,Pave,IR1,Gtl,Gilbert,2Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,TA,Fin,Attchd,7,1983.0,978.0,978,694,1005.0,10762.0,490.0,1999,
RL,Pave,Reg,Gtl,Mitchel,1Story,TA,CBlock,TA,No,TA,GasA,TA,Y,TA,,Unf,Detchd,5,1728.0,1728.0,0,1606,1728.0,9297.0,560.0,1976,63.0
RM,Pave,IR3,Gtl,OldTown,1Story,TA,BrkTil,Fa,No,Fa,GasA,Gd,N,TA,,Unf,Detchd,5,764.0,680.0,0,0,764.0,5232.0,504.0,1925,30.0
RM,Pave,Reg,Gtl,MeadowV,SLvl,TA,CBlock,Gd,Gd,Gd,GasA,TA,Y,TA,,Unf,BuiltIn,4,988.0,462.0,462,462,526.0,1596.0,297.0,1973,21.0
FV,Pave,Reg,Gtl,Somerst,2Story,Gd,PConc,Gd,Av,Gd,GasA,Ex,Y,Gd,,RFn,Detchd,6,1224.0,612.0,612,294,612.0,3000.0,528.0,2009,30.0
RM,Pave,Reg,Gtl,BrDale,2Story,TA,CBlock,TA,No,TA,GasA,TA,Y,TA,Po,Unf,Attchd,6,987.0,483.0,504,0,483.0,1680.0,288.0,1972,21.0
RL,Pave,Reg,Gtl,CollgCr,2Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,TA,Unf,Attchd,7,1908.0,915.0,975,642,933.0,8750.0,493.0,1994,70.0
RL,Pave,Reg,Gtl,Edwards,1Story,TA,CBlock,TA,Av,TA,GasA,TA,Y,TA,,Unf,Attchd,5,1144.0,1144.0,0,739,1144.0,9571.0,596.0,1956,68.0
RL,Pave,IR1,Gtl,NWAmes,SLvl,TA,CBlock,Gd,Av,Gd,GasA,TA,Y,TA,TA,Unf,Attchd,6,1032.0,1032.0,0,605,1032.0,10395.0,564.0,1978,
RL,Pave,IR1,Gtl,ClearCr,2Story,Gd,PConc,Gd,No,Gd,GasA,TA,Y,TA,TA,Unf,Attchd,6,2060.0,1151.0,896,831,1164.0,10029.0,521.0,1988,97.0
RL,Pave,Reg,Gtl,SawyerW,1Story,TA,PConc,TA,No,TA,GasA,Ex,Y,Gd,,Unf,Detchd,5,1114.0,1114.0,0,646,1114.0,13695.0,576.0,2004,66.0
RL,Pave,IR1,Gtl,NWAmes,SLvl,TA,CBlock,Gd,Av,Gd,GasA,Fa,Y,TA,Gd,RFn,Attchd,6,1724.0,1680.0,0,528,1724.0,17871.0,480.0,1967,
RM,Pave,Reg,Gtl,BrDale,2Story,TA,CBlock,TA,No,TA,GasA,Gd,Y,TA,,Unf,Detchd,6,1218.0,672.0,546,317,672.0,1680.0,264.0,1972,21.0
RH,Pave,Reg,Gtl,SawyerW,1Story,Fa,CBlock,TA,No,TA,GasA,Gd,Y,TA,,Unf,CarPort,4,841.0,721.0,0,0,841.0,8400.0,294.0,1950,60.0
RL,Pave,Reg,Gtl,StoneBr,1Story,Gd,CBlock,Gd,No,Gd,GasA,Ex,Y,Gd,,RFn,Attchd,8,1088.0,1074.0,0,0,1088.0,3696.0,461.0,1986,
RL,Pave,IR1,Gtl,CollgCr,1Story,Gd,CBlock,TA,No,TA,GasA,Ex,Y,TA,,Unf,Attchd,5,864.0,864.0,0,646,864.0,7000.0,336.0,1978,
RL,Pave,IR1,Gtl,StoneBr,1Story,Gd,PConc,Gd,Gd,Gd,GasA,Ex,Y,Gd,TA,Fin,Attchd,8,1826.0,1814.0,0,1422,1826.0,11302.0,758.0,2005,69.0
RM,Pave,Reg,Gtl,IDOTRR,2.5Unf,TA,BrkTil,TA,No,TA,GasA,TA,N,Fa,,Unf,Detchd,5,1111.0,530.0,530,0,581.0,7200.0,288.0,1920,60.0
RL,Pave,Reg,Gtl,NAmes,1Story,TA,CBlock,TA,No,TA,GasA,Ex,Y,Gd,,Unf,Detchd,5,912.0,912.0,0,595,912.0,8872.0,576.0,1965,72.0
RL,Pave,IR1,Gtl,NoRidge,2Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,Gd,Fin,Attchd,8,2270.0,1152.0,1106,524,1164.0,11764.0,671.0,1999,92.0
RL,Pave,IR1,Gtl,Mitchel,1Story,TA,CBlock,TA,No,TA,GasA,TA,Y,TA,,Unf,Attchd,5,923.0,876.0,0,658,923.0,6951.0,264.0,1984,37.0
RL,Pave,Reg,Gtl,NAmes,1Story,Gd,Stone,TA,Av,TA,GasA,Gd,Y,Gd,,Unf,Attchd,5,910.0,105.0,0,0,910.0,8892.0,414.0,1953,74.0
RL,Pave,Reg,Gtl,NAmes,1Story,TA,Slab,NoBasement,NoBasement,NoBasement,Wall,Fa,N,TA,,Unf,Detchd,3,1040.0,0.0,0,0,1040.0,8544.0,400.0,1950,60.0
RL,Pave,Reg,Gtl,OldTown,1.5Fin,Fa,PConc,TA,No,TA,GasA,Ex,Y,TA,,Fin,Detchd,4,1374.0,840.0,534,315,840.0,5400.0,338.0,1920,90.0
RL,Pave,Reg,Gtl,NridgHt,1Story,Ex,PConc,Ex,Gd,Ex,GasA,Ex,Y,Ex,Ex,Fin,Attchd,9,2121.0,2121.0,0,0,2121.0,14450.0,732.0,2006,107.0
RL,Pave,IR1,Gtl,Gilbert,2Story,Gd,PConc,Gd,Av,Gd,GasA,Ex,Y,Gd,Gd,Fin,BuiltIn,7,1959.0,847.0,1112,0,847.0,11796.0,434.0,2004,59.0
RM,Pave,Reg,Gtl,BrkSide,1.5Fin,TA,BrkTil,TA,No,TA,GasA,TA,Y,TA,,Unf,Detchd,5,1539.0,927.0,472,0,1067.0,6120.0,576.0,1936,51.0
RL,Pave,Reg,Gtl,NAmes,1Story,TA,PConc,TA,No,TA,GasA,Gd,Y,TA,Gd,Fin,Attchd,5,1268.0,1268.0,0,540,1268.0,7800.0,244.0,1954,78.0
RM,Pave,Reg,Gtl,OldTown,1Story,TA,PConc,TA,No,TA,GasA,Gd,Y,Fa,,Unf,Detchd,4,960.0,960.0,0,250,960.0,6000.0,308.0,1920,50.0
RL,Pave,Reg,Gtl,CollgCr,1Story,TA,PConc,Gd,No,Gd,GasA,Ex,Y,TA,,Unf,Attchd,5,1097.0,1097.0,0,0,1097.0,10859.0,672.0,1994,112.0
RM,Pave,Reg,Gtl,OldTown,2.5Unf,TA,BrkTil,Gd,Mn,Gd,GasW,Fa,N,TA,TA,Unf,Detchd,7,1768.0,880.0,888,390,880.0,10800.0,320.0,1914,60.0
RL,Pave,Reg,Gtl,NAmes,1.5Fin,TA,CBlock,TA,No,TA,GasA,Ex,Y,TA,,Unf,Attchd,6,1668.0,856.0,556,120,1112.0,9600.0,271.0,1950,80.0
RL,Pave,Reg,Gtl,NAmes,1Story,TA,CBlock,Fa,No,Fa,GasA,Gd,Y,TA,TA,RFn,Attchd,6,1392.0,1392.0,0,0,1392.0,13560.0,576.0,1968,120.0
RM,Pave,Reg,Gtl,BrkSide,1.5Fin,TA,CBlock,TA,No,TA,GasA,Ex,Y,TA,Gd,Unf,Detchd,6,1412.0,780.0,587,0,825.0,6000.0,280.0,1939,50.0
RL,Pave,IR1,Gtl,CollgCr,1Story,Gd,PConc,Ex,Gd,Ex,GasA,Ex,Y,Ex,Gd,RFn,Attchd,8,1630.0,1622.0,0,0,1630.0,10226.0,860.0,2008,61.0
FV,Pave,IR1,Gtl,Somerst,1Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,,Fin,Attchd,7,1241.0,1241.0,0,1106,1241.0,4274.0,569.0,2006,35.0
RL,Pave,Reg,Gtl,Mitchel,SFoyer,TA,CBlock,Gd,Av,Gd,GasA,Ex,Y,TA,,Unf,Detchd,5,768.0,768.0,0,619,768.0,7244.0,624.0,1970,54.0
RL,Pave,IR1,Gtl,Crawfor,1Story,Gd,CBlock,TA,No,TA,GasA,Ex,Y,Gd,Gd,Unf,Detchd,6,1640.0,1296.0,0,728,1640.0,14778.0,924.0,1954,
RL,Pave,Reg,Gtl,StoneBr,1Story,Gd,PConc,Gd,Av,Gd,GasA,Ex,Y,Gd,Gd,RFn,Attchd,8,1419.0,1419.0,0,945,1419.0,8089.0,567.0,2007,60.0
RL,Pave,Reg,Gtl,Edwards,1Story,TA,CBlock,Gd,Gd,Gd,GasA,TA,Y,TA,,NoGarage,,5,1200.0,1200.0,0,1200,1200.0,10800.0,0.0,1987,60.0
RL,Pave,IR1,Gtl,NAmes,2Story,TA,CBlock,TA,No,TA,GasA,Gd,Y,Gd,,Fin,Attchd,7,1479.0,725.0,754,626,725.0,7472.0,484.0,1972,
RL,Pave,IR1,Gtl,NAmes,1Story,Ex,CBlock,Gd,No,Gd,GasA,Ex,Y,TA,TA,Unf,Attchd,6,1414.0,1184.0,0,528,1414.0,11029.0,601.0,1958,87.0
RM,Pave,Reg,Gtl,OldTown,2Story,TA,BrkTil,TA,No,TA,GasA,Fa,N,TA,,Unf,Detchd,5,1344.0,624.0,720,0,624.0,4571.0,513.0,1916,34.0
RL,Pave,IR2,Gtl,Gilbert,2Story,TA,Slab,NoBasement,NoBasement,NoBasement,GasA,Gd,Y,TA,TA,Unf,Attchd,5,2320.0,0.0,720,0,1547.0,14762.0,672.0,1948,
RL,Pave,Reg,Gtl,BrkSide,1Story,TA,CBlock,TA,No,TA,GasA,TA,Y,TA,TA,NoGarage,,4,788.0,788.0,0,266,788.0,7446.0,0.0,1941,
RL,Pave,Reg,Gtl,NPkVill,2Story,TA,CBlock,TA,No,TA,GasA,TA,Y,TA,TA,Unf,Attchd,6,1441.0,855.0,586,311,855.0,2289.0,440.0,1978,24.0
RL,Pave,Reg,Gtl,NAmes,1Story,TA,CBlock,TA,No,TA,GasA,Ex,Y,TA,,Unf,Detchd,6,864.0,864.0,0,612,864.0,9100.0,300.0,1959,70.0
RL,Pave,Reg,Gtl,NAmes,1Story,TA,PConc,TA,No,TA,GasA,TA,Y,TA,,Unf,Detchd,4,864.0,864.0,0,616,864.0,9000.0,528.0,1971,60.0
RL,Pave,Reg,Gtl,NAmes,1Story,TA,CBlock,TA,No,TA,GasA,TA,Y,TA,,Unf,Detchd,5,1776.0,1584.0,0,0,1776.0,11475.0,888.0,1958,85.0
RL,Pave,Reg,Gtl,NAmes,1Story,TA,CBlock,TA,No,TA,GasA,Ex,Y,TA,Fa,Unf,Attchd,5,1056.0,1056.0,0,775,1056.0,8450.0,304.0,1968,65.0
RL,Pave,IR1,Sev,Edwards,1Story,Fa,BrkTil,Fa,Gd,Fa,GasA,Gd,N,Fa,,NoGarage,,1,904.0,683.0,0,350,904.0,10020.0,0.0,1922,
FV,Pave,IR2,Gtl,Somerst,1Story,Ex,PConc,Ex,Av,Ex,GasA,Ex,Y,Gd,Gd,Fin,Attchd,7,1478.0,1470.0,0,578,1478.0,4403.0,484.0,2009,
RM,Pave,Reg,Gtl,OldTown,2Story,Gd,CBlock,Fa,No,Fa,GasA,Gd,N,TA,,Unf,Detchd,3,1605.0,840.0,765,0,840.0,5790.0,379.0,1915,60.0
RL,Pave,IR1,Gtl,CollgCr,2Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,,RFn,Attchd,7,1790.0,873.0,908,633,882.0,9179.0,588.0,1999,68.0
RL,Pave,IR1,Gtl,NWAmes,2Story,TA,CBlock,TA,No,TA,GasA,Ex,Y,Gd,TA,Unf,Attchd,5,1868.0,780.0,780,381,1088.0,10304.0,484.0,1976,
RM,Pave,Reg,Gtl,BrDale,2Story,TA,CBlock,TA,No,TA,GasA,TA,Y,TA,,Unf,Detchd,6,1218.0,672.0,546,356,672.0,1890.0,264.0,1973,21.0
RL,Pave,Reg,Gtl,NridgHt,1Story,Ex,PConc,Ex,Av,Ex,GasA,Ex,Y,Ex,Gd,Fin,Attchd,10,2084.0,2078.0,0,1636,2084.0,14803.0,1007.4922406197524,2007,114.0
RL,Pave,Reg,Gtl,NPkVill,2Story,TA,CBlock,Gd,No,Gd,GasA,TA,Y,TA,TA,Unf,Attchd,6,1456.0,855.0,601,566,855.0,2280.0,440.0,1976,24.0
RL,Pave,Reg,Gtl,Edwards,1Story,Gd,CBlock,TA,No,TA,GasA,Gd,Y,TA,,Fin,Attchd,5,1256.0,1256.0,0,830,1256.0,9937.0,276.0,1965,75.0
RL,Pave,IR1,Gtl,Gilbert,2Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,Gd,Fin,Attchd,6,1509.0,783.0,702,457,807.0,7861.0,393.0,2002,
RL,Pave,IR1,Mod,Crawfor,2Story,TA,CBlock,TA,No,TA,GasA,Ex,Y,Gd,TA,Unf,Detchd,6,2320.0,1028.0,884,774,1436.0,7259.0,180.0,1945,61.0
RL,Pave,IR1,Gtl,Crawfor,2Story,TA,BrkTil,Gd,No,Gd,GasW,TA,N,TA,Gd,Unf,Detchd,6,2624.0,1370.0,1254,1128,1370.0,22420.0,864.0,1918,86.0
RM,Pave,Reg,Gtl,IDOTRR,1.5Fin,TA,PConc,TA,No,TA,GasA,TA,Y,Gd,Gd,Unf,Detchd,6,1375.0,780.0,595,0,780.0,9000.0,544.0,1937,50.0
RL,Pave,Reg,Gtl,NAmes,SLvl,TA,CBlock,TA,Gd,TA,GasA,TA,Y,TA,,RFn,Attchd,6,1095.0,588.0,0,513,1095.0,10382.0,264.0,1958,75.0
RL,Pave,Reg,Gtl,Edwards,1.5Fin,TA,CBlock,TA,No,TA,GasA,Gd,Y,TA,,NoGarage,,5,2200.0,1272.0,928,1084,1272.0,8777.0,0.0,1900,67.0
RL,Pave,IR1,Gtl,CollgCr,1Story,Gd,PConc,Gd,Mn,Gd,GasA,Ex,Y,Gd,TA,RFn,Attchd,7,1494.0,1494.0,0,922,1494.0,12803.0,530.0,2002,88.0
RL,Pave,Reg,Gtl,Edwards,2Story,TA,CBlock,Fa,No,Fa,GasA,Gd,N,TA,,Unf,Detchd,4,1346.0,560.0,550,0,796.0,11767.0,384.0,1910,70.0
RL,Pave,Reg,Gtl,CollgCr,1Story,TA,PConc,Gd,No,Gd,GasA,Ex,Y,TA,,NoGarage,,4,990.0,990.0,0,588,990.0,8070.0,0.0,1994,60.0
RL,Pave,IR2,Gtl,ClearCr,1.5Fin,TA,BrkTil,TA,No,TA,GasA,TA,Y,TA,Gd,Unf,Detchd,6,2358.0,907.0,1051,0,1307.0,35469.990413139654,360.0,1908,75.0
RL,Pave,Reg,Gtl,OldTown,1Story,TA,CBlock,TA,No,TA,GasA,Ex,Y,Gd,,Unf,Detchd,5,833.0,833.0,0,415,833.0,5400.0,326.0,1954,90.0
RL,Pave,IR1,Gtl,Timber,2Story,Gd,PConc,Gd,Gd,Gd,GasA,Ex,Y,Gd,Gd,Fin,BuiltIn,8,2482.0,1094.0,1349,0,1133.0,12665.0,642.0,2005,88.0
RL,Pave,Reg,Gtl,NridgHt,2Story,Gd,PConc,Gd,Mn,Gd,GasA,Gd,Y,Ex,Gd,RFn,Attchd,8,2098.0,1030.0,1060,0,1038.0,10240.0,878.0,2005,80.0
RL,Pave,Reg,Gtl,Sawyer,1Story,TA,PConc,TA,No,TA,GasA,Ex,Y,Gd,,Fin,Attchd,5,899.0,864.0,0,450,899.0,7800.0,288.0,1967,65.0
RL,Pave,IR1,Gtl,NridgHt,2Story,Ex,PConc,Ex,No,Ex,GasA,Ex,Y,Ex,Gd,Fin,BuiltIn,9,2324.0,1175.0,1142,998,1182.0,11924.0,736.0,2005,85.0
RL,Pave,Reg,Gtl,CollgCr,1Story,TA,CBlock,TA,Av,TA,GasA,TA,Y,TA,,RFn,Detchd,5,894.0,894.0,0,777,894.0,7200.0,600.0,1972,60.0
RL,Pave,Reg,Gtl,SawyerW,1Story,Gd,PConc,Gd,No,Gd,GasA,Gd,Y,Gd,,RFn,Attchd,6,1575.0,1575.0,0,430,1575.0,8012.0,529.0,1992,50.0
RM,Pave,Reg,Gtl,CollgCr,1Story,Gd,PConc,Gd,Gd,Gd,GasA,Ex,Y,Gd,TA,RFn,Attchd,6,848.0,848.0,0,697,848.0,4426.0,420.0,2004,
RM,Pave,IR1,Gtl,OldTown,2.5Unf,TA,BrkTil,TA,No,TA,GasA,Ex,Y,TA,Gd,Unf,Detchd,7,1690.0,815.0,875,0,815.0,8850.0,225.0,1916,65.0
RM,Pave,Reg,Gtl,MeadowV,2Story,TA,PConc,TA,No,TA,GasA,Ex,Y,TA,TA,RFn,Attchd,5,1475.0,757.0,550,548,925.0,2665.0,336.0,1977,41.0
RL,Pave,IR1,Gtl,NridgHt,1Story,Gd,PConc,Gd,Av,Gd,GasA,Ex,Y,Gd,Gd,RFn,Attchd,6,1362.0,1362.0,0,20,1362.0,7577.0,460.0,2005,61.0
RL,Pave,Reg,Gtl,Blmngtn,1Story,Gd,PConc,Gd,Gd,Gd,GasA,Ex,Y,Gd,TA,Fin,Attchd,8,1456.0,1273.0,0,0,1456.0,3196.0,400.0,2003,
RL,Pave,IR1,Gtl,Gilbert,2Story,Gd,PConc,Gd,Mn,Gd,GasA,Ex,Y,Gd,Gd,RFn,Attchd,7,2462.0,1392.0,1070,57,1392.0,19378.0,576.0,2005,130.7618378042347
RL,Pave,Reg,Gtl,NAmes,2Story,TA,CBlock,TA,No,TA,GasA,TA,Y,TA,TA,RFn,Attchd,6,1796.0,780.0,813,400,983.0,7056.0,483.0,1963,71.0
RM,Pave,Reg,Gtl,OldTown,1.5Fin,TA,PConc,TA,Mn,TA,GasA,Gd,Y,Gd,,Unf,Detchd,5,1472.0,702.0,630,0,842.0,9600.0,250.0,1925,60.0
RL,Pave,Reg,Gtl,CollgCr,1Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,Gd,RFn,Attchd,7,1604.0,1604.0,0,1334,1604.0,8814.0,660.0,2006,68.0
RL,Grvl,IR1,Sev,Timber,1.5Fin,TA,CBlock,TA,Gd,TA,GasA,Ex,Y,TA,Gd,Fin,Attchd,5,1786.0,1499.0,167,1249,1619.0,35469.990413139654,529.0,1965,
RL,Pave,Reg,Gtl,NAmes,SLvl,TA,CBlock,TA,Av,TA,GasA,Gd,Y,Gd,TA,RFn,BuiltIn,6,1661.0,992.0,0,831,1661.0,9600.0,377.0,1955,80.0
RM,Pave,Reg,Gtl,MeadowV,SFoyer,TA,CBlock,Gd,Av,Gd,GasA,TA,Y,TA,,Unf,Attchd,4,630.0,630.0,0,509,630.0,1477.0,286.0,1970,21.0
RL,Pave,Reg,Gtl,NridgHt,1Story,Ex,CBlock,Ex,No,Ex,GasA,Ex,Y,Ex,Gd,Fin,Attchd,10,2020.0,2006.0,0,1436,2020.0,12220.0,900.0,2009,94.0
RL,Pave,Reg,Gtl,NWAmes,2Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,,Fin,Attchd,8,1665.0,810.0,855,643,810.0,8400.0,528.0,2001,70.0
RL,Pave,Reg,Gtl,CollgCr,1Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,Gd,Fin,Attchd,7,1836.0,1860.0,0,24,1836.0,9100.0,484.0,2004,70.0
RM,Pave,Reg,Gtl,OldTown,2Story,TA,Stone,TA,No,TA,GasA,TA,N,TA,,RFn,Attchd,5,2372.0,994.0,994,0,1378.0,6600.0,432.0,1892,60.0
RM,Pave,Reg,Gtl,BrkSide,1Story,TA,PConc,TA,Mn,TA,GasA,TA,Y,Fa,,Unf,Detchd,5,1301.0,1145.0,0,405,1301.0,6911.0,440.0,1924,60.0
RL,Pave,Reg,Gtl,CollgCr,1Story,Gd,PConc,Gd,Av,Gd,GasA,Ex,Y,Gd,,RFn,Attchd,7,1240.0,1240.0,0,0,1240.0,8556.0,826.0,2006,74.0
RL,Pave,IR1,Gtl,NAmes,1Story,TA,CBlock,TA,No,TA,GasA,Ex,Y,TA,Gd,Unf,Attchd,6,1244.0,1244.0,0,777,1244.0,11988.0,336.0,1957,90.0
RL,Pave,Reg,Gtl,CollgCr,1Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,Gd,RFn,Attchd,8,1795.0,1777.0,0,0,1795.0,9742.0,534.0,2002,75.0
RL,Pave,IR1,Gtl,Gilbert,1Story,TA,PConc,Gd,No,Gd,GasA,Gd,Y,Gd,,RFn,Attchd,6,1167.0,1158.0,0,560,1167.0,9248.0,400.0,1992,
RL,Pave,Reg,Gtl,Somerst,1Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Ex,Gd,Fin,Attchd,8,1578.0,1573.0,0,0,1578.0,9262.0,840.0,2008,78.0
RL,Pave,Reg,Gtl,Timber,2Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,,Fin,Attchd,8,1908.0,967.0,915,0,993.0,14191.0,431.0,2002,85.0
RM,Pave,IR1,Gtl,OldTown,1.5Fin,TA,BrkTil,TA,No,TA,GasA,Gd,Y,TA,,NoGarage,,6,1198.0,901.0,110,0,1088.0,5586.0,0.0,1920,60.0
RL,Pave,IR1,Gtl,NridgHt,1Story,Gd,PConc,Ex,Gd,Ex,GasA,Ex,Y,Gd,Ex,RFn,Attchd,8,1976.0,1976.0,0,1350,1976.0,14977.0,908.0,2006,110.0
RM,Pave,Reg,Gtl,OldTown,2Story,TA,CBlock,TA,No,TA,GasA,Fa,N,TA,,Unf,Detchd,4,1328.0,686.0,518,0,810.0,9906.0,210.0,1925,57.0
RL,Pave,IR1,Mod,CollgCr,1Story,TA,CBlock,Gd,Av,Gd,GasA,TA,Y,Gd,,Unf,Detchd,5,1268.0,1268.0,0,196,1268.0,9286.0,252.0,1977,
FV,Pave,IR1,Gtl,Somerst,2Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,,Fin,Detchd,7,1250.0,625.0,625,0,625.0,4017.0,625.0,2006,35.0
RL,Pave,Reg,Gtl,Edwards,1Story,TA,CBlock,NoBasement,NoBasement,NoBasement,GasA,TA,N,TA,,NoGarage,,5,1664.0,0.0,0,0,1664.0,9825.0,0.0,1965,75.0
RL,Pave,Reg,Gtl,NWAmes,2Story,TA,CBlock,TA,No,TA,GasA,Gd,Y,TA,TA,RFn,Attchd,6,1416.0,708.0,708,404,708.0,11700.0,776.0,1968,90.0
C,Pave,Reg,Gtl,OldTown,2.5Unf,TA,BrkTil,TA,Mn,TA,GasW,Ex,N,TA,Gd,Unf,Detchd,6,2291.0,1214.0,1031,1046,1260.0,7200.0,506.0,1910,60.0
RL,Pave,IR1,Gtl,Mitchel,1Story,Gd,PConc,Ex,Mn,Ex,GasA,Ex,Y,Gd,Gd,Fin,Attchd,7,1710.0,1710.0,0,0,1710.0,12118.0,550.0,2004,43.0
RM,Pave,Reg,Gtl,BrkSide,1Story,TA,CBlock,TA,No,TA,GasA,Gd,Y,TA,,Unf,Detchd,5,616.0,616.0,0,616,616.0,6000.0,205.0,1921,50.0
RL,Pave,IR1,Gtl,NAmes,1Story,TA,CBlock,TA,No,TA,GasA,TA,Y,TA,,Unf,Attchd,5,1050.0,1050.0,0,915,1050.0,10659.0,368.0,1961,
RL,Pave,Reg,Gtl,ClearCr,1Story,TA,CBlock,Gd,Gd,Gd,GasA,Gd,Y,TA,Gd,RFn,Attchd,6,1252.0,1602.0,0,429,1252.0,13500.0,564.0,1960,
RL,Pave,Reg,Gtl,CollgCr,1Story,TA,PConc,Gd,No,Gd,GasA,Ex,Y,TA,,Unf,Detchd,5,990.0,990.0,0,746,990.0,8072.0,480.0,1994,60.0
RL,Pave,Reg,Gtl,NAmes,1Story,TA,CBlock,TA,Mn,TA,GasA,Gd,Y,Gd,,Unf,Attchd,5,1078.0,1078.0,0,49,1078.0,9717.0,240.0,1950,68.0
RL,Pave,IR1,Gtl,ClearCr,2Story,TA,CBlock,TA,Gd,TA,GasA,Gd,Y,Gd,,Fin,Attchd,6,2087.0,832.0,1111,568,976.0,12205.0,444.0,1966,
RL,Pave,IR1,Gtl,NAmes,1Story,TA,CBlock,TA,No,TA,GasA,Ex,Y,Gd,Gd,Unf,Attchd,6,1429.0,1144.0,0,594,1429.0,14585.0,572.0,1960,
RM,Pave,Reg,Gtl,OldTown,2Story,TA,BrkTil,Gd,No,Gd,GasA,Gd,Y,Gd,Po,Unf,Detchd,5,1812.0,360.0,780,0,1032.0,7630.0,672.0,1900,76.0
RL,Pave,Reg,Gtl,NAmes,SLvl,TA,CBlock,TA,Av,TA,GasA,Ex,Y,TA,,RFn,Attchd,6,1138.0,588.0,0,507,1138.0,10482.0,264.0,1958,65.0
RL,Pave,IR1,Gtl,NWAmes,1Story,TA,CBlock,Gd,Av,Gd,GasA,Gd,Y,TA,TA,Unf,Attchd,5,1484.0,1484.0,0,998,1484.0,12243.0,487.0,1971,70.0
